source_url,destination_url,cleanup_area,reason,confidence,source_status,destination_status,source_clicks_16mo,source_impressions_16mo,source_impressions_last90d,dest_impressions_last90d
https://synergyhealth.org/providers/jeffrey-d-mendelson-md/,https://synergyhealth.org/providers/jeffrey-mendelson-md/,A. Duplicate content - parallel URL structures,Same provider (Jeffrey Mendelson); consolidate to primary profile,High,Live,Live,499,13758,0,5607
https://synergyhealth.org/specialties/occupational-therapy/,https://synergyhealth.org/specialty/occupational-therapy/,A. Duplicate content - parallel URL structures,Same topic 'occupational-therapy' live at /specialties/ and /specialty/; keep the URL Google already prefers,High,Live,Live,35,13161,0,2126
https://synergyhealth.org/specialties/spine-back-and-neck/thoracic-lumbar-decompression/,https://synergyhealth.org/treatment/thoracic-lumbar-decompression/,A. Duplicate content - parallel URL structures,Same topic 'thoracic-lumbar-decompression' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,38,11113,0,2537
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/back-fracture-break/,https://synergyhealth.org/conditions/back-fracture-break/,A. Duplicate content - parallel URL structures,Same topic 'back-fracture-break' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,16,10969,0,18481
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/bunions/,https://synergyhealth.org/conditions/bunions/,A. Duplicate content - parallel URL structures,Same topic 'bunions' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,11,10685,0,1153
https://synergyhealth.org/specialties/hand-upper-extremity/mass-removal/,https://synergyhealth.org/treatment/mass-removal/,A. Duplicate content - parallel URL structures,Same topic 'mass-removal' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,41,6656,4,6887
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/sciatica/,https://synergyhealth.org/conditions/sciatica/,A. Duplicate content - parallel URL structures,Same topic 'sciatica' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,4,6478,0,117
https://synergyhealth.org/specialties/hand-upper-extremity/cmc-arthroplasty/,https://synergyhealth.org/treatment/cmc-arthroplasty/,A. Duplicate content - parallel URL structures,Same topic 'cmc-arthroplasty' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,14,6459,0,2647
https://synergyhealth.org/providers/kristina-e-green-dpm/,https://synergyhealth.org/providers/kristina-green-dpm/,A. Duplicate content - parallel URL structures,Same provider (Kristina Green); consolidate to primary profile,High,Live,Live,151,6224,897,2025
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/spinal-stenosis/,https://synergyhealth.org/conditions/spinal-stenosis/,A. Duplicate content - parallel URL structures,Same topic 'spinal-stenosis' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,5586,0,679
https://synergyhealth.org/providers/anthony-oddo-do/,https://synergyhealth.org/providers/anthony-j-oddo-do/,A. Duplicate content - parallel URL structures,Same provider (Anthony Oddo); consolidate to primary profile,High,Live,Live,165,4290,3357,5605
https://synergyhealth.org/specialties/podiatry/bunionectomy/,https://synergyhealth.org/treatment/bunionectomy/,A. Duplicate content - parallel URL structures,Same topic 'bunionectomy' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,1,3634,0,1278
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/cervical-radiculopathy/,https://synergyhealth.org/conditions/cervical-radiculopathy/,A. Duplicate content - parallel URL structures,Same topic 'cervical-radiculopathy' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,2354,4,1211
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/spondylolisthesis/,https://synergyhealth.org/conditions/spondylolisthesis/,A. Duplicate content - parallel URL structures,Same topic 'spondylolisthesis' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,2,2195,0,1038
https://synergyhealth.org/specialties/pain-management/joint-pain-injections/,https://synergyhealth.org/treatment/joint-pain-injections/,A. Duplicate content - parallel URL structures,Same topic 'joint-pain-injections' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,7,2119,0,2129
https://synergyhealth.org/specialties/spine-back-and-neck/microdiscectomy/,https://synergyhealth.org/treatment/microdiscectomy/,A. Duplicate content - parallel URL structures,Same topic 'microdiscectomy' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,4,1718,0,3669
https://synergyhealth.org/providers/noah-kueber/,https://synergyhealth.org/providers/noah-kueber-pt/,A. Duplicate content - parallel URL structures,Same provider (Noah Kueber); consolidate to primary profile,High,Live,Live,41,738,0,274
https://synergyhealth.org/conditions-we-treat/shoulder/shoulder-arthritis/,https://synergyhealth.org/conditions/shoulder-arthritis/,A. Duplicate content - parallel URL structures,Same topic 'shoulder-arthritis' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,598,0,1288
https://synergyhealth.org/providers/amy-mazurek-dpt/,https://synergyhealth.org/providers/amy-mazurek-mpt/,A. Duplicate content - parallel URL structures,Same provider (Amy Mazurek); consolidate to primary profile,High,Live,Live,22,567,0,489
https://synergyhealth.org/specialties/podiatry/prp-injections/,https://synergyhealth.org/treatment/prp-injections/,A. Duplicate content - parallel URL structures,Same topic 'prp-injections' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,7,470,47,26923
https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/trigger-finger/,https://synergyhealth.org/conditions/trigger-finger/,A. Duplicate content - parallel URL structures,Same topic 'trigger-finger' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,1,324,7,2915
https://synergyhealth.org/specialties/pain-management/emg/,https://synergyhealth.org/treatment/emg/,A. Duplicate content - parallel URL structures,Same topic 'emg' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,3,174,77,1265
https://synergyhealth.org/specialties/hand-upper-extremity/tendon-repair/,https://synergyhealth.org/treatment/tendon-repair/,A. Duplicate content - parallel URL structures,Same topic 'tendon-repair' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,1,130,53,1151
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/arthritic-back-pain/,https://synergyhealth.org/conditions/arthritic-back-pain/,A. Duplicate content - parallel URL structures,Same topic 'arthritic-back-pain' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,109,0,993
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/lumbar-stenosis/,https://synergyhealth.org/conditions/lumbar-stenosis/,A. Duplicate content - parallel URL structures,Same topic 'lumbar-stenosis' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,100,0,341
https://synergyhealth.org/specialties/orthopedic-services/elbow-arthroscopy/,https://synergyhealth.org/treatment/elbow-arthroscopy/,A. Duplicate content - parallel URL structures,Same topic 'elbow-arthroscopy' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,0,74,38,336
https://synergyhealth.org/specialties/hand-upper-extremity/dupuytren-contracture-release/,https://synergyhealth.org/treatment/dupuytren-contracture-release/,A. Duplicate content - parallel URL structures,Same topic 'dupuytren-contracture-release' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,0,71,41,384
https://synergyhealth.org/specialties/podiatry/toe-arthroplasty/,https://synergyhealth.org/treatment/toe-arthroplasty/,A. Duplicate content - parallel URL structures,Same topic 'toe-arthroplasty' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,0,53,0,658
https://synergyhealth.org/conditions-we-treat/shoulder/frozen-shoulder/,https://synergyhealth.org/conditions/frozen-shoulder/,A. Duplicate content - parallel URL structures,Same topic 'frozen-shoulder' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,40,1,3137
https://synergyhealth.org/specialties/hand-upper-extremity/cubital-tunnel-release/,https://synergyhealth.org/treatment/cubital-tunnel-release/,A. Duplicate content - parallel URL structures,Same topic 'cubital-tunnel-release' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,1,40,0,829
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/herniated-disc/,https://synergyhealth.org/conditions/herniated-disc/,A. Duplicate content - parallel URL structures,Same topic 'herniated-disc' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,38,3,638
https://synergyhealth.org/conditions-we-treat/hip-conditions/hip-osteoarthritis/,https://synergyhealth.org/conditions/hip-osteoarthritis/,A. Duplicate content - parallel URL structures,Same topic 'hip-osteoarthritis' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,37,12,128
https://synergyhealth.org/conditions-we-treat/foot-ankle-conditions/plantar-fasciitis/,https://synergyhealth.org/conditions/plantar-fasciitis/,A. Duplicate content - parallel URL structures,Same topic 'plantar-fasciitis' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,18,6,611
https://synergyhealth.org/specialties/podiatry/ankle-arthroscopy/,https://synergyhealth.org/treatment/ankle-arthroscopy/,A. Duplicate content - parallel URL structures,Same topic 'ankle-arthroscopy' live at /specialties/ and /treatment/; keep the URL Google already prefers,High,Live,Live,0,9,0,3524
https://synergyhealth.org/conditions-we-treat/shoulder/shoulder-dislocation/,https://synergyhealth.org/conditions/shoulder-dislocation/,A. Duplicate content - parallel URL structures,Same topic 'shoulder-dislocation' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,8,1,3382
https://synergyhealth.org/conditions-we-treat/knee-conditions/patellar-tendinitis/,https://synergyhealth.org/conditions/patellar-tendinitis/,A. Duplicate content - parallel URL structures,Same topic 'patellar-tendinitis' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,4,0,1028
https://synergyhealth.org/conditions-we-treat/hand-arthritis/,https://synergyhealth.org/conditions/hand-arthritis/,A. Duplicate content - parallel URL structures,Same topic 'hand-arthritis' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,0,0,4335
https://synergyhealth.org/conditions-we-treat/knee-conditions/knee-bursitis/,https://synergyhealth.org/conditions/knee-bursitis/,A. Duplicate content - parallel URL structures,Same topic 'knee-bursitis' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,0,0,2322
https://synergyhealth.org/conditions-we-treat/sciatica/,https://synergyhealth.org/conditions/sciatica/,A. Duplicate content - parallel URL structures,Same topic 'sciatica' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,0,0,117
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/si-joint-pain/,https://synergyhealth.org/conditions/si-joint-pain/,A. Duplicate content - parallel URL structures,Same topic 'si-joint-pain' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,0,0,422
https://synergyhealth.org/conditions-we-treat/spine/herniated-disc/,https://synergyhealth.org/conditions/herniated-disc/,A. Duplicate content - parallel URL structures,Same topic 'herniated-disc' live at /conditions-we-treat/ and /conditions/; keep the URL Google already prefers,High,Live,Live,0,0,0,638
https://synergyhealth.org/conditions-we-treat/wrist-injuries-fractures/,https://synergyhealth.org/conditions-we-treat/hand-upper-extremity-conditions/wrist-injuries-fractures/,A. Duplicate content - parallel URL structures,Same topic 'wrist-injuries-fractures' live at /conditions-we-treat/ and /conditions-we-treat/; keep the URL Google already prefers,High,Live,Live,0,0,0,0
https://synergyhealth.org/providers/orthopedics/,https://synergyhealth.org/providers/specialty/orthopedics/,A. Duplicate content - parallel URL structures,Same topic 'orthopedics' live at /providers/ and /providers/; keep the URL Google already prefers,High,Live,Live,0,0,0,0
https://synergyhealth.org/providers/orthopedics/david-h-mendelson-md/,https://synergyhealth.org/providers/david-mendelson-md/,A. Duplicate content - parallel URL structures,Same topic 'david-h-mendelson-md' live at /providers/ and /providers/; keep the URL Google already prefers (destination flattened to final URL to avoid a redirect chain),High,Live,Live,0,0,0,0
https://synergyhealth.org/providers/orthopedics/stephen-d-mendelson-md/,https://synergyhealth.org/providers/stephen-mendelson-md/,A. Duplicate content - parallel URL structures,Same topic 'stephen-d-mendelson-md' live at /providers/ and /providers/; keep the URL Google already prefers (destination flattened to final URL to avoid a redirect chain),High,Live,Live,0,0,0,0
https://synergyhealth.org/providers/pain-management/anthony-j-oddo-do/,https://synergyhealth.org/providers/anthony-j-oddo-do/,A. Duplicate content - parallel URL structures,Same topic 'anthony-j-oddo-do' live at /providers/ and /providers/; keep the URL Google already prefers,High,Live,Live,0,0,0,5605
https://synergyhealth.org/providers/physician-assistant/brittany-miller-pa-c/,https://synergyhealth.org/providers/brittany-miller-pa-c/,A. Duplicate content - parallel URL structures,Same topic 'brittany-miller-pa-c' live at /providers/ and /providers/; keep the URL Google already prefers,High,Live,Live,0,0,0,1015
https://synergyhealth.org/providers/physician-assistant/kelley-gray-allen-pa-c/,https://synergyhealth.org/providers/kelley-gray-allen-pa-c/,A. Duplicate content - parallel URL structures,Same topic 'kelley-gray-allen-pa-c' live at /providers/ and /providers/; keep the URL Google already prefers,High,Live,Live,0,0,0,485
https://synergyhealth.org/providers/podiatry/jeffrey-b-klein-dpm/,https://synergyhealth.org/providers/jeffrey-klein-dpm/,A. Duplicate content - parallel URL structures,Same topic 'jeffrey-b-klein-dpm' live at /providers/ and /providers/; keep the URL Google already prefers (destination flattened to final URL to avoid a redirect chain),High,Live,Live,0,0,0,0
https://synergyhealth.org/providers/sue-piotrowski-pt/,https://synergyhealth.org/providers/sue-piotrowski-pta/,A. Duplicate content - parallel URL structures,Same provider (Sue Piotrowski); consolidate to primary profile,High,Live,Live,0,0,0,517
https://synergyhealth.org/specialty/orthopedic-services/livonia/,https://synergyhealth.org/specialties/orthopedic-services/livonia/,A. Duplicate content - parallel URL structures,Same topic 'orthopedic-services::livonia' live at /specialty/ and /specialties/; keep the URL Google already prefers,High,Live,Live,0,0,0,11
https://synergyhealth.org/specialty/orthopedic-services/sterling-heights/,https://synergyhealth.org/specialties/orthopedic-services/sterling-heights/,A. Duplicate content - parallel URL structures,Same topic 'orthopedic-services::sterling-heights' live at /specialty/ and /specialties/; keep the URL Google already prefers,High,Live,Live,0,0,0,0
https://synergyhealth.org/providers/dr-hainish-singh-md/,https://synergyhealth.org/providers/hainish-singh-md/,B. Dead URL (404) - live equivalent exists,Same provider (Hainish Singh); consolidate to primary profile,High,404 - removed,Live,412,11855,327,3165
https://synergyhealth.org/specialties/spine-neck-back/,https://synergyhealth.org/specialty/spine-neck-back/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'spine-neck-back',High,Unknown,Live,0,1,0,4296
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/degenerative-disc-disease/,https://synergyhealth.org/conditions/degenerative-disc-disease/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'degenerative-disc-disease',High,404 - removed,Live,0,0,0,255
https://synergyhealth.org/conditions-we-treat/spine-neck-back-conditions/scoliosis/,https://synergyhealth.org/conditions/scoliosis/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'scoliosis',High,404 - removed,Live,0,0,0,433
https://synergyhealth.org/conditions-we-treat/spine-neck-back/arthritic-back-pain/,https://synergyhealth.org/conditions/arthritic-back-pain/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'arthritic-back-pain',High,404 - removed,Live,0,0,0,993
https://synergyhealth.org/our-providers/david-mendelson-md/,https://synergyhealth.org/providers/david-mendelson-md/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'david-mendelson-md',High,404 - removed,Live,0,0,0,14360
https://synergyhealth.org/our-providers/goo/,https://synergyhealth.org/providers/,B. Dead URL (404) - live equivalent exists,Junk slug under legacy provider structure,High,404 - removed,Live,0,0,0,17086
https://synergyhealth.org/our-providers/spine/andres-munk-md/,https://synergyhealth.org/providers/andres-munk-md/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'andres-munk-md',High,404 - removed,Live,0,0,0,2246
https://synergyhealth.org/providers/jeffrey-r-mendelson-md/,https://synergyhealth.org/providers/jeffrey-mendelson-md/,B. Dead URL (404) - live equivalent exists,Same provider (Jeffrey Mendelson); consolidate to primary profile,High,404 - removed,Live,0,0,0,5607
https://synergyhealth.org/providers/kyle-bohm-md/null/,https://synergyhealth.org/providers/kyle-bohm-md/,B. Dead URL (404) - live equivalent exists,Malformed '/null/' child of live profile,High,404 - removed,Live,0,0,0,11459
https://synergyhealth.org/providers/stephen-e-mendelson-md/,https://synergyhealth.org/providers/stephen-mendelson-md/,B. Dead URL (404) - live equivalent exists,Same provider (Stephen Mendelson); consolidate to primary profile,High,404 - removed,Live,0,0,0,9497
https://synergyhealth.org/specialties/locations/livonia-orthopedics/,https://synergyhealth.org/specialties/orthopedic-services/livonia/,B. Dead URL (404) - live equivalent exists,Legacy location sub-brand; live Livonia orthopedics landing exists (destination flattened to final URL to avoid a redirect chain),High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/locations/warren-orthopedics/directions/,https://synergyhealth.org/specialties/locations/livonia-orthopedics/directions/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'directions',High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/orthopedic-services/southfield/,https://synergyhealth.org/specialty/orthopedic-services/southfield/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'orthopedic-services::southfield',High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/specialties/pain-management/,https://synergyhealth.org/treatment/pain-management/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'pain-management',High,404 - removed,Live,0,0,0,9226
https://synergyhealth.org/specialties/spine-back-and-neck-old/disc-arthroplasty/,https://synergyhealth.org/specialties/spine-back-and-neck/disc-arthroplasty/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'disc-arthroplasty',High,404 - removed,Live,0,0,0,96
https://synergyhealth.org/specialties/spine-back-and-neck/lumbar-fusion/,https://synergyhealth.org/specialties/spine-back-and-neck-old/lumbar-fusion/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'lumbar-fusion',High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialties/spine-back-and-neck/lumbar-laminectomy-2/,https://synergyhealth.org/treatment/lumbar-laminectomy/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'lumbar-laminectomy',High,404 - removed,Live,0,0,0,2271
https://synergyhealth.org/specialties/spine-back-and-neck/thoracic-lumbar-decompression-surgery/,https://synergyhealth.org/treatment/thoracic-lumbar-decompression/,B. Dead URL (404) - live equivalent exists,Same page without '-surgery' suffix is live (destination flattened to final URL to avoid a redirect chain),High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialty/hand-upper-extremity/livonia/,https://synergyhealth.org/specialties/hand-upper-extremity/livonia/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'hand-upper-extremity::livonia',High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialty/orthopedics/,https://synergyhealth.org/specialty/orthopedic-services/,B. Dead URL (404) - live equivalent exists,404 (Cardinal sitemap list); live orthopedics landing exists in same structure,High,404 - removed,Live,0,0,0,4637
https://synergyhealth.org/specialty/pain-management/,https://synergyhealth.org/specialties/pain-management/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'pain-management',High,404 - removed,Live,0,0,0,2
https://synergyhealth.org/specialty/pain-management/ketamine-infusion/,https://synergyhealth.org/specialties/pain-management/ketamine-infusion/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'ketamine-infusion',High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/specialty/spine-back-and-neck/port-huron-spine-neck-pain-dr-andres-munk/,https://synergyhealth.org/specialties/spine-back-and-neck/port-huron-spine-neck-pain-dr-andres-munk/,B. Dead URL (404) - live equivalent exists,404 page; live equivalent for 'port-huron-spine-neck-pain-dr-andres-munk',High,404 - removed,Live,0,0,0,150
https://synergyhealth.org/treatments/,https://synergyhealth.org/treatment/,B. Dead URL (404) - live equivalent exists,Dead treatments index in sitemap (Cardinal 404 list); live /treatment/ hub exists,High,404 - removed,Live,0,0,0,1691
https://synergyhealth.org/providers/rasheed-abiola-md/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub (still earning impressions - confirm specialty for a closer destination),Review,404 - removed,Live,184,2695,0,17086
https://synergyhealth.org/providers/anna-babushkina-md/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub (still earning impressions - confirm specialty for a closer destination),Review,404 - removed,Live,2,1015,183,17086
https://synergyhealth.org/providers/gerald-jerry-md/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub (still earning impressions - confirm specialty for a closer destination),Review,404 - removed,Live,10,740,0,17086
https://synergyhealth.org/providers/anna-krinke-pt-dpt/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub (still earning impressions - confirm specialty for a closer destination),Review,404 - removed,Live,7,244,0,17086
https://synergyhealth.org/providers/m-wednesday-hall-do/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub (still earning impressions - confirm specialty for a closer destination),Review,404 - removed,Live,5,190,0,17086
https://synergyhealth.org/providers/terry-viviani-dc/,https://synergyhealth.org/providers/,C. Dead URL (404) - departed provider,Departed provider; no specialty in URL - route to provider hub,High,404 - removed,Live,1,15,0,17086
https://synergyhealth.org/our-providers/orthopedics/herbert-mendelson-md/,https://synergyhealth.org/providers/specialty/orthopedics/,C. Dead URL (404) - departed provider,Departed provider; route to live orthopedics provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/our-providers/orthopedics/katie-rashid-sports-medicine/,https://synergyhealth.org/providers/specialty/sports/,C. Dead URL (404) - departed provider,Departed sports-medicine provider; route to sports provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/our-providers/pain-management/daniel-feldman-md/,https://synergyhealth.org/providers/specialty/pain-management/,C. Dead URL (404) - departed provider,Departed provider; route to live pain-management provider directory,High,404 - removed,Live,0,0,0,0
https://synergyhealth.org/our-providers/pain-management/jason-mulawa-md/,https://synergyhealth.org/providers/specialty/pain-management/,C. Dead URL (404) - departed provider,Departed provider; route to live pain-management provider directory,High,404 - removed,Live,0,0,0,0
